WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,WGTADJ,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
14.6545,2,1,3,2,3,2,1,1,1,1,56000,900,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
14.6545,1,1,3,2,1,2,1,1,1,1,79000,840,1,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,5,2,1,2,1,1,2,1,68000,1200,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,88000,1200,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,96000,1300,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,84000,1100,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,70000,1200,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
57.1571,2,1,5,2,1,3,1,1,1,1,84000,980,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
57.1571,1,1,5,2,3,3,1,1,2,1,84000,980,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,81000,900,1,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,3,2,1,2,1,1,2,1,94000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,3,2,3,2,1,1,3,1,75000,900,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,56000,900,1,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,2,1,3,2,1,2,1,1,3,1,81000,900,1,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,3,2,1,2,1,1,1,1,78000,1200,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,85000,1100,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,90000,1100,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,3,2,1,2,1,1,2,1,90000,1100,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
57.1571,2,1,3,2,2,3,1,1,2,1,130000,1300,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
57.1571,2,1,3,2,3,3,1,1,2,1,53000,900,1,1.1433,1,1,0,0,1,1,1,1,1,0,0
14.6545,2,1,3,2,3,2,1,1,2,1,94000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,1,1,3,2,1,2,1,3,2,1,120000,1100,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,120000,1200,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,5,2,3,2,1,1,2,1,87000,1100,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,1,1,3,2,3,2,1,2,1,1,94000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
20.1053,2,1,3,2,2,4,1,1,2,1,96000,1300,3,1.1433,1,0,1,1,1,1,1,1,1,1,1
14.6545,1,1,3,2,2,2,1,1,2,1,94000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
20.1053,2,1,4,2,1,4,3,1,3,1,87000,1100,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
11.2,2,1,3,2,1,1,1,1,1,1,82000,1200,1,1.1433,1,1,1,1,0,0,1,0,0,0,0
57.1571,2,1,3,2,3,3,1,1,1,1,79000,840,1,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,3,2,1,2,1,1,2,1,85000,1200,1,1.1433,1,1,1,1,1,1,0,0,1,0,0
14.6545,1,1,3,2,1,2,1,1,2,1,94000,1200,1,1.1433,0,0,0,0,0,0,0,0,0,0,0
14.6545,2,1,3,2,1,2,1,1,2,1,56000,920,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,3,2,1,2,1,1,2,1,84000,980,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
20.1053,2,1,3,2,1,3,1,2,2,1,87000,1100,3,1.1433,1,0,0,0,1,1,0,0,1,0,0
11.2,2,1,3,2,1,1,1,1,2,1,92000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
11.2,2,1,3,2,1,1,1,1,2,1,92000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
11.2,1,1,3,2,1,1,1,1,1,1,85000,1100,3,1.1433,1,1,1,1,1,1,0,0,1,0,0
11.2,2,1,3,2,1,1,1,1,2,1,87000,1100,3,1.1433,1,0,0,0,0,1,0,0,1,0,0
57.1571,2,1,3,2,2,3,1,1,2,1,97000,1300,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
57.1571,2,1,3,2,3,3,1,1,1,1,94000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
57.1571,1,1,3,2,3,3,1,1,2,1,100000,1100,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
57.1571,2,1,5,2,1,3,1,1,2,1,85000,1200,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
57.1571,2,1,3,2,2,3,1,1,2,1,94000,1200,3,1.1433,0,0,0,0,0,0,0,0,0,0,0
20.1053,2,1,2,2,1,4,0,0,2,1,150000,660,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
20.1053,2,1,2,2,3,4,0,0,2,1,110000,1100,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
11.2,2,1,1,2,2,1,0,0,2,1,98000,860,1,1.1433,1,1,1,1,1,1,0,1,1,1,1
11.2,2,1,1,2,1,1,0,0,2,1,86000,920,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
11.2,1,1,1,2,1,1,0,0,1,1,110000,1000,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
11.2,1,1,1,2,1,1,0,0,1,1,110000,1000,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
11.2,1,1,1,2,2,1,0,0,2,1,83000,630,1,1.1433,1,1,1,1,1,1,0,1,1,0,1
14.6545,2,1,1,2,1,2,0,0,2,1,96000,1300,3,1.1433,0,0,0,0,0,0,0,1,0,0,1
57.1571,2,1,1,2,2,3,0,0,2,1,110000,1100,3,1.1433,1,1,1,1,1,1,1,1,1,1,1
14.6545,1,1,1,2,1,2,0,0,1,1,68000,1200,3,1.1433,1,1,1,1,1,1,0,1,1,0,1
11.2,2,1,1,2,1,1,0,0,2,1,120000,1200,1,1.1433,1,1,1,1,0,0,1,1,0,0,1
11.2,1,1,1,2,1,1,0,0,2,1,92000,1200,3,1.1433,1,0,0,0,0,1,1,1,1,1,1
57.1571,2,1,2,2,2,3,0,0,2,1,53000,840,1,1.1433,1,1,1,1,1,1,1,1,1,1,1
57.1571,2,1,1,2,3,3,0,0,2,1,88000,1100,1,1.1433,0,0,0,0,0,0,0,1,0,0,1
14.6545,1,1,1,2,3,2,0,0,2,1,94000,1200,1,1.1433,1,0,1,1,0,0,1,1,0,0,1
14.6545,2,1,1,2,1,2,0,0,1,1,96000,1300,3,1.1433,1,0,1,1,1,1,0,1,0,0,1
28.5786,2,1,3,2,3,3,1,2,2,2,160000,2500,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,5,2,3,3,1,1,2,2,110000,2000,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,3,4,1,1,2,2,150000,1200,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,3,2,3,4,1,1,1,2,220000,2000,3,0.9946,1,1,1,1,1,1,0,1,1,0,0
10.0526,2,1,3,2,3,4,1,1,1,2,120000,1300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,2,4,1,1,1,2,130000,1200,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,1,4,1,1,2,2,170000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,2,4,3,2,2,2,120000,1100,3,0.9946,1,1,1,1,1,1,0,0,1,0,0
10.0526,1,1,3,2,1,4,3,1,3,2,160000,1400,1,0.9946,1,1,1,1,1,1,0,0,1,0,0
10.0526,2,1,4,2,1,4,3,2,2,2,150000,1300,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,5,2,1,4,3,1,2,2,170000,1800,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,2,3,1,1,2,2,180000,1900,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,1,1,4,2,1,4,3,1,1,2,150000,1300,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,3,2,3,4,3,2,1,2,170000,1100,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,3,4,3,3,1,2,170000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,4,2,1,4,3,1,2,2,220000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,1,4,3,2,2,2,140000,1100,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,1,1,4,2,1,4,3,1,2,2,160000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,5,2,1,4,3,1,2,2,130000,910,1,0.9946,1,0,1,1,1,1,0,0,0,0,0
10.0526,2,1,3,2,1,4,3,3,1,2,160000,1500,1,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,5,2,1,4,2,1,2,2,110000,1100,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
6.7018,2,1,4,2,1,5,3,1,2,3,160000,1800,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,1,1,4,2,1,4,3,2,2,2,96000,1100,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,5,2,2,4,2,1,2,2,180000,1800,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,1,1,4,2,1,4,3,1,2,2,160000,1400,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,1,1,3,2,3,4,1,2,1,2,170000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,4,2,1,4,3,2,2,2,300000,1200,3,0.9946,1,1,0,0,1,1,0,1,1,0,1
10.0526,2,1,4,2,1,4,2,1,2,2,300000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,4,2,1,4,3,1,2,2,150000,1200,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,1,1,4,2,1,4,3,1,2,2,150000,1400,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,4,2,1,4,3,1,2,2,130000,910,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,3,2,3,1,1,1,2,2,210000,1700,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,1,1,3,2,1,3,1,2,2,2,87000,1100,3,0.9946,1,1,1,1,1,1,0,0,1,0,0
5.6,2,1,3,2,1,3,1,1,2,2,160000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,5,2,1,3,1,1,2,2,210000,1700,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,170000,1800,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,3,3,1,1,1,2,160000,1500,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,4,2,3,3,1,1,2,2,110000,1100,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,130000,1800,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,1,1,4,2,3,3,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,4,2,2,3,1,1,2,2,180000,2200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,4,2,2,3,1,1,1,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,4,2,3,3,1,1,1,2,87000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,1,2,210000,2500,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,5,2,3,3,1,1,2,2,160000,1600,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
10.0526,2,1,4,2,1,4,3,1,2,2,210000,1300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,3,2,3,2,1,1,2,2,170000,1700,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
7.3273,2,1,3,2,3,2,1,1,2,2,250000,1900,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,1,1,3,2,1,2,1,1,2,2,180000,1600,3,0.9946,1,1,1,1,1,1,0,0,1,0,0
7.3273,1,1,3,2,1,2,1,1,1,2,110000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,3,2,1,2,1,2,2,2,150000,1400,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,1,1,5,2,1,2,1,1,2,2,160000,1600,3,0.9946,1,1,1,1,1,1,0,1,1,1,1
7.3273,2,1,3,2,3,2,1,2,1,2,250000,1800,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,170000,1700,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,1,1,3,2,3,3,1,2,2,2,100000,2000,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,2,2,2,180000,2000,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,3,3,1,1,2,2,200000,2500,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
28.5786,2,1,5,2,3,3,1,1,2,2,190000,2300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,1,1,3,2,1,2,1,1,2,2,120000,1200,3,0.9946,1,1,1,1,1,1,1,0,1,0,0
7.3273,1,1,3,2,1,2,1,1,3,2,170000,1800,3,0.9946,1,1,1,1,1,1,0,0,1,1,0
7.3273,2,1,3,2,1,2,1,1,2,2,120000,1400,3,0.9946,1,1,1,1,1,1,1,0,1,0,0
7.3273,1,1,3,2,1,2,1,1,2,2,120000,1400,3,0.9946,1,1,1,1,0,0,1,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,2,2,150000,1200,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,1,2,4,1,2,2,170000,1700,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,3,2,1,2,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,1,1,3,2,1,2,1,1,1,2,150000,1300,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,2,2,120000,1700,3,0.9946,1,1,1,1,1,1,1,0,1,0,0
7.3273,2,1,3,2,1,2,1,1,1,2,170000,1800,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,1,1,3,2,1,2,1,1,2,2,110000,1600,3,0.9946,1,1,1,1,0,0,1,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,1,2,120000,1600,3,0.9946,1,1,1,1,1,1,0,0,1,0,0
7.3273,1,1,3,2,3,2,1,1,3,2,120000,1300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,3,2,1,2,1,1,2,2,150000,1700,3,0.9946,1,1,1,1,1,1,1,0,1,0,0
7.3273,2,1,3,2,1,2,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,1,1,3,2,1,2,1,1,2,2,150000,1300,3,0.9946,1,1,1,1,1,1,0,0,1,0,0
7.3273,1,1,3,2,1,2,1,1,2,2,150000,1300,1,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,2,2,1,1,2,2,160000,1500,3,0.9946,1,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,2,2,1,1,2,2,170000,1700,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
10.0526,2,1,4,2,1,4,3,1,3,2,160000,1500,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,3,2,3,4,3,1,2,2,96000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,0,0
10.0526,2,1,4,2,1,4,3,1,3,2,180000,2100,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
10.0526,2,1,4,2,2,4,1,1,2,2,180000,2000,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
5.6,2,1,3,2,1,1,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
5.6,2,1,3,2,1,1,1,1,3,2,170000,1900,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,1,1,3,2,2,3,1,1,1,2,200000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,2,1,3,2,1,2,1,1,1,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
7.3273,1,1,3,2,1,2,1,1,1,2,120000,1900,3,0.9946,1,1,1,1,0,0,1,0,0,0,0
7.3273,2,1,3,2,2,2,1,1,2,2,89000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,3,3,1,1,2,2,180000,2000,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,3,3,1,1,2,2,140000,2000,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,3,4,1,1,2,2,140000,1900,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,2,4,4,1,2,2,130000,1700,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,5,2,3,4,1,1,2,2,190000,1500,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,2,4,1,1,1,2,180000,2100,1,0.9946,0,0,0,0,0,0,0,0,0,0,0
6.7018,2,1,3,2,2,5,1,1,2,3,270000,1800,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,2,4,1,1,2,2,150000,1500,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,1,1,3,2,1,4,1,1,2,2,170000,1400,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,3,2,2,4,1,1,2,2,240000,2100,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,1,1,3,2,2,4,1,1,2,2,150000,1300,3,0.9946,1,0,1,1,1,0,0,0,0,0,0
10.0526,2,1,3,2,2,4,1,1,2,2,96000,910,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,3,2,2,1,1,2,1,2,130000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,3,2,2,1,1,1,1,2,150000,1300,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
5.6,1,1,3,2,1,1,1,1,2,2,130000,990,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,3,2,3,1,1,2,1,2,140000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,3,2,1,1,1,1,2,2,170000,1700,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,5,2,3,3,1,1,2,2,160000,2100,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,200000,2500,3,0.9946,1,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,2,3,1,1,2,2,170000,1700,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,2,3,1,1,2,2,150000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,2,3,1,1,1,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,3,3,1,1,2,2,87000,1500,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,1,1,3,2,3,3,1,1,1,2,190000,2200,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,5,2,3,3,1,2,2,2,140000,2200,3,0.9946,1,1,1,1,0,0,1,0,0,0,0
28.5786,2,1,5,2,3,3,1,3,2,2,150000,2000,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,160000,2000,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,2,2,240000,2000,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,1,1,2,190000,2300,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
7.3273,2,1,3,2,2,3,1,1,2,2,150000,1800,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,3,2,3,3,1,2,1,2,190000,2300,3,0.9946,0,0,0,0,0,0,0,0,0,0,0
28.5786,2,1,3,2,3,3,1,2,2,2,240000,1800,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
28.5786,2,1,5,2,3,3,1,1,1,2,150000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,1,2,3,4,0,0,2,2,240000,1500,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,1,1,2,2,1,4,0,0,3,2,180000,2000,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
10.0526,2,1,2,2,1,4,0,0,2,2,140000,1100,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
10.0526,2,1,2,2,1,4,0,0,2,2,170000,1800,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
5.6,2,1,1,2,3,1,0,0,3,2,150000,1500,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,2,1,0,0,1,2,160000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,0,1
5.6,2,1,1,2,3,1,0,0,1,2,130000,1400,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,1,1,1,2,1,1,0,0,1,2,150000,1300,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
5.6,2,1,1,2,1,1,0,0,3,2,160000,1500,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
5.6,1,1,1,2,1,1,0,0,1,2,150000,1400,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
5.6,2,1,1,2,2,1,0,0,2,2,180000,1300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,1,1,0,0,1,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
28.5786,2,1,1,2,1,3,0,0,1,2,170000,1800,3,0.9946,1,0,0,0,1,1,0,1,1,0,1
6.7018,2,1,2,2,3,5,0,0,1,3,260000,2300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,1,2,2,2,0,0,2,2,140000,1100,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
28.5786,2,1,1,2,3,3,0,0,2,2,180000,2000,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
7.3273,2,1,1,2,1,2,0,0,2,2,170000,1700,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
7.3273,2,1,1,2,3,2,0,0,2,2,130000,1900,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
10.0526,2,1,2,2,2,4,0,0,3,2,150000,1200,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
5.6,2,1,1,2,3,1,0,0,2,2,100000,1300,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,1,1,1,2,1,1,0,0,2,2,170000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,3,1,0,0,2,2,140000,1700,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,3,1,0,0,1,2,170000,1900,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,1,1,1,2,1,1,0,0,3,2,120000,1200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,1,1,0,0,1,2,170000,1700,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
5.6,2,1,1,2,3,1,0,0,2,2,160000,1900,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,2,1,0,0,2,2,150000,1400,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,1,1,1,2,1,2,0,0,3,2,150000,1400,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
5.6,2,1,1,2,1,1,0,0,2,2,150000,1200,3,0.9946,1,0,0,0,1,1,0,1,1,0,1
5.6,1,1,1,2,1,1,0,0,2,2,170000,1700,3,0.9946,1,0,1,1,1,1,1,1,1,1,1
5.6,1,1,1,2,1,1,0,0,2,2,160000,1600,3,0.9946,0,0,0,0,0,0,0,1,0,0,1
28.5786,2,1,2,2,2,3,0,0,2,2,160000,2200,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,1,2,3,2,0,0,3,2,120000,1300,1,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,1,2,3,2,0,0,3,2,140000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
7.3273,2,1,1,2,3,2,0,0,3,2,130000,1600,3,0.9946,1,1,1,1,1,1,1,1,1,1,1
71.9071,2,1,4,2,3,3,1,2,2,1,86000,1200,3,1.0195,1,1,1,1,1,1,1,1,1,1,1
71.9071,2,1,5,2,1,3,1,3,2,1,71000,1200,3,1.0195,1,1,1,1,1,1,1,1,1,1,1
26.3158,1,1,5,2,1,4,3,1,1,1,150000,900,3,1.0195,1,1,1,1,1,1,1,1,1,1,1
26.3158,2,1,4,2,2,4,1,2,2,1,150000,1100,1,1.0195,1,1,1,1,1,1,1,1,1,1,1
20.3,2,1,4,2,1,4,3,1,2,1,67000,720,1,1.0195,0,0,0,0,0,0,0,0,0,0,0
26.3158,2,1,4,2,1,4,3,1,2,1,57000,720,3,1.0195,1,1,1,1,0,0,1,0,0,0,0
26.3158,1,1,4,2,3,4,3,2,1,1,73000,720,1,1.0195,1,1,1,1,1,1,1,1,1,1,1
26.3158,2,1,3,2,1,4,1,1,2,1,100000,1300,3,1.0195,1,0,0,0,0,0,0,0,0,0,0
26.3158,2,1,5,2,1,4,1,1,1,1,77000,900,3,1.0195,1,0,0,0,0,0,0,0,0,0,0
26.3158,1,1,3,2,1,4,1,1,2,1,88000,1100,1,1.0195,0,0,0,0,0,0,0,0,0,0,0
26.3158,1,1,3,2,1,4,1,1,2,1,85000,960,1,1.0195,1,1,1,1,1,1,0,0,1,0,0
16.1333,2,1,4,2,1,1,1,1,1,1,66000,700,1,1.0195,1,0,0,0,1,1,0,0,1,0,0
71.9071,2,1,4,2,1,3,1,2,2,1,53000,1100,3,1.0195,1,1,1,1,1,1,1,1,1,1,1
