STATUS,FOOTINGS,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,WGTADJ,jstatus,jprice,jsqft,jfinaldest,jtitle,jlocation,jfootings
2,3,1,2,1,1,1,2,150000,1400,3,1.0188,0,0,0,0,0,0,0
1,4,1,2,1,1,2,2,120000,1300,3,1.0188,1,1,1,1,1,1,1
1,3,1,2,1,1,2,2,150000,1600,3,1.0188,1,1,1,1,1,1,1
2,5,1,2,1,1,1,2,150000,1500,3,1.0188,1,0,0,1,0,1,0
2,3,1,2,1,1,1,2,89000,1200,3,1.0188,1,1,1,1,1,1,1
2,3,3,2,1,1,2,2,180000,1700,3,1.0188,1,1,1,1,1,1,1
2,3,1,2,1,3,1,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
2,3,3,2,1,1,2,2,250000,1800,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,160000,1600,3,1.0188,1,0,1,1,1,1,1
2,5,2,2,4,3,2,2,130000,1600,3,1.0188,1,1,1,1,1,1,1
2,3,1,2,1,1,2,2,250000,2400,3,1.0188,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,150000,1500,3,1.0188,1,1,1,1,1,1,0
1,5,1,2,1,1,2,2,150000,1300,3,1.0188,1,0,0,0,0,0,0
1,3,1,2,1,1,2,2,170000,1600,3,1.0188,1,1,1,0,1,0,0
2,3,1,2,1,1,2,2,170000,1800,3,1.0188,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,150000,1500,3,1.0188,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,130000,1100,3,1.0188,1,1,1,1,0,0,0
1,3,1,2,1,1,1,2,180000,2000,3,1.0188,1,1,1,1,1,1,1
1,3,1,2,1,1,2,2,160000,1500,3,1.0188,1,1,1,0,1,0,0
1,3,1,2,1,1,2,2,130000,1400,3,1.0188,1,1,1,1,1,1,0
2,4,3,3,1,1,2,2,170000,2500,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,200000,2500,3,1.0188,1,0,1,1,1,1,1
1,3,3,2,1,1,2,2,110000,2100,3,1.0188,1,1,1,1,1,1,1
2,3,2,2,1,1,2,2,250000,2400,3,1.0188,1,1,1,1,1,1,1
2,3,3,4,1,1,2,2,200000,2200,3,1.0188,1,0,1,1,1,1,1
2,3,3,4,1,1,2,2,150000,1300,3,1.0188,1,0,0,1,0,1,0
2,3,3,2,1,1,2,2,190000,2400,3,1.0188,1,0,1,1,1,1,1
2,3,3,2,1,1,2,2,180000,2000,3,1.0188,1,0,1,1,1,1,1
2,3,1,4,3,1,2,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
2,4,1,4,3,1,3,2,190000,2200,3,1.0188,0,0,0,0,0,0,0
2,4,1,4,3,1,3,2,130000,910,1,1.0188,0,0,0,0,0,0,0
2,3,4,4,1,1,1,2,140000,1200,3,1.0188,1,0,1,1,1,1,1
2,3,1,1,1,1,2,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
2,3,1,1,1,1,3,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
1,3,1,1,1,1,2,2,140000,1300,3,1.0188,0,0,0,0,0,0,0
2,3,3,3,1,1,2,2,190000,2500,3,1.0188,0,0,0,0,0,0,0
2,3,2,3,1,1,2,2,170000,2000,3,1.0188,1,0,1,1,1,1,1
2,3,3,3,1,1,2,2,160000,1600,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,240000,2500,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,170000,1600,3,1.0188,1,1,1,1,1,1,1
1,5,3,3,1,1,2,2,150000,1400,1,1.0188,0,0,0,0,0,0,0
2,3,1,2,1,1,2,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
2,3,2,2,1,1,1,2,140000,2100,3,1.0188,1,1,1,1,1,1,1
1,3,1,2,1,1,2,2,110000,1400,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,1,2,190000,2500,3,1.0188,0,0,0,0,0,0,0
2,3,1,3,1,1,1,2,170000,1800,3,1.0188,0,0,0,0,0,0,0
2,3,2,5,1,1,2,3,190000,2500,3,1.0188,1,1,1,1,1,1,1
2,3,2,4,1,1,2,2,150000,1600,3,1.0188,1,1,1,1,1,1,1
2,3,2,4,1,1,2,2,140000,1100,3,1.0188,0,0,0,0,0,0,0
1,3,2,4,1,1,2,2,130000,1300,3,1.0188,1,1,1,1,1,1,1
2,3,3,4,1,1,2,2,120000,1100,3,1.0188,1,1,1,1,1,1,1
1,3,1,1,1,1,2,2,150000,1300,3,1.0188,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,170000,1900,3,1.0188,1,0,0,1,0,1,0
2,3,1,1,1,1,2,2,85000,1700,3,1.0188,1,1,1,1,1,1,1
1,3,1,1,3,1,2,2,130000,990,3,1.0188,1,1,1,1,1,1,1
2,3,3,1,1,1,1,2,130000,1900,3,1.0188,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,85000,1700,3,1.0188,1,1,1,1,1,1,1
1,3,1,1,1,1,2,2,170000,1300,1,1.0188,1,1,1,1,1,1,1
2,3,3,1,1,2,2,2,100000,1200,1,1.0188,1,1,1,1,1,1,1
2,3,3,1,1,2,2,2,85000,1600,3,1.0188,1,1,1,1,1,1,1
1,3,1,1,1,1,2,2,150000,1600,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,140000,1900,3,1.0188,1,1,1,1,1,1,1
2,3,3,5,1,1,2,3,200000,2600,3,1.0188,0,0,0,0,0,0,0
2,3,3,3,1,1,1,2,170000,1800,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,170000,1600,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,180000,2000,3,1.0188,0,0,0,0,0,0,0
2,3,2,3,1,1,2,2,150000,2000,3,1.0188,1,1,1,1,1,1,1
1,3,2,3,1,1,2,2,150000,1300,3,1.0188,1,0,1,1,1,1,1
2,3,2,3,1,1,2,2,180000,2000,3,1.0188,1,1,1,1,1,1,1
2,4,3,3,1,2,1,2,190000,2500,3,1.0188,0,0,0,0,0,0,0
2,3,2,3,1,1,1,2,210000,1700,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,240000,2500,3,1.0188,1,1,1,1,1,1,1
2,5,3,3,1,1,2,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
2,3,2,3,1,1,2,2,120000,1500,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,170000,1900,3,1.0188,0,0,0,0,0,0,0
2,3,3,3,1,1,1,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
2,5,2,3,1,1,2,2,160000,1700,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,160000,1600,3,1.0188,1,0,1,1,1,1,1
1,3,2,3,1,1,2,2,170000,1900,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,2,1,2,240000,2500,3,1.0188,1,1,1,1,1,1,1
1,3,1,3,1,1,2,2,150000,1900,3,1.0188,1,1,1,1,0,1,0
2,4,3,3,1,1,2,2,180000,2500,3,1.0188,1,1,1,1,1,1,1
2,5,3,3,1,1,2,2,130000,1500,3,1.0188,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,200000,1800,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,3,1,2,2,160000,1900,3,1.0188,1,1,1,1,1,1,1
2,4,2,3,2,1,1,2,180000,2100,3,1.0188,1,0,1,1,1,1,1
2,5,1,2,1,1,3,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
1,1,3,5,0,0,2,3,350000,2000,1,1.0188,1,1,1,1,1,1,1
2,1,3,4,0,0,2,2,140000,1100,3,1.0188,0,0,0,0,0,0,0
1,2,1,4,0,0,2,2,200000,1300,1,1.0188,1,1,1,1,1,1,1
2,2,3,4,0,0,2,2,170000,1800,3,1.0188,1,1,1,1,1,1,1
1,2,1,4,0,0,2,2,140000,1200,3,1.0188,0,0,0,0,0,0,0
2,1,3,4,0,0,1,2,210000,1700,3,1.0188,1,1,1,1,1,1,1
1,1,1,4,0,0,2,2,220000,1400,3,1.0188,1,1,1,1,1,1,1
2,1,1,4,0,0,2,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
2,2,1,4,0,0,1,2,140000,1100,3,1.0188,1,0,0,1,0,0,0
1,1,3,4,0,0,2,2,210000,1600,3,1.0188,1,1,1,1,1,1,1
2,1,1,4,0,0,1,2,96000,910,3,1.0188,1,1,1,1,1,1,1
1,1,1,1,0,0,2,2,280000,1600,1,1.0188,1,1,1,1,1,1,1
2,1,3,1,0,0,1,2,120000,1200,3,1.0188,1,1,1,1,1,1,1
1,1,1,1,0,0,2,2,280000,1600,1,1.0188,1,1,1,1,1,1,1
2,1,2,1,0,0,2,2,140000,1200,3,1.0188,1,1,1,1,1,1,1
2,1,1,1,0,0,3,2,140000,1200,3,1.0188,1,0,0,1,0,1,0
2,1,1,1,0,0,1,2,98000,1300,1,1.0188,1,1,1,1,1,1,1
2,1,2,1,0,0,2,2,140000,990,1,1.0188,1,1,1,1,1,1,1
1,1,1,1,0,0,1,2,99000,1300,3,1.0188,1,1,1,1,1,1,1
2,1,2,3,0,0,2,2,130000,1600,3,1.0188,1,1,1,1,1,1,1
2,1,3,4,0,0,1,2,230000,1700,3,1.0188,1,1,1,1,1,1,1
2,1,3,3,0,0,2,2,180000,2000,3,1.0188,1,0,1,1,1,1,1
2,2,3,3,0,0,2,2,180000,2000,3,1.0188,0,0,0,0,0,0,0
1,1,1,2,0,0,2,2,160000,1500,3,1.0188,1,1,1,1,1,1,0
1,1,1,2,0,0,2,2,160000,2000,3,1.0188,1,1,1,0,1,0,0
2,1,2,3,0,0,2,2,120000,2000,3,1.0188,1,1,1,1,1,1,1
1,2,2,4,0,0,2,2,140000,1200,3,1.0188,0,0,0,0,0,0,0
2,1,2,4,0,0,2,2,150000,1300,3,1.0188,0,0,0,0,0,0,0
2,1,3,1,0,0,1,2,150000,1200,3,1.0188,1,1,1,1,1,1,1
2,1,3,1,0,0,1,2,160000,1900,3,1.0188,1,1,1,1,1,1,1
2,1,3,1,0,0,2,2,190000,1900,3,1.0188,1,1,1,1,1,1,1
2,1,3,1,0,0,2,2,100000,1300,3,1.0188,1,1,1,1,1,1,1
1,1,1,1,0,0,2,2,200000,1200,3,1.0188,1,1,1,1,1,1,1
2,1,1,1,0,0,2,2,150000,1300,1,1.0188,0,0,0,0,0,0,0
1,1,1,1,0,0,2,2,140000,1200,3,1.0188,0,0,0,0,0,0,0
2,1,1,1,0,0,2,2,160000,1700,3,1.0188,1,0,0,1,0,1,0
2,1,3,1,0,0,2,2,180000,1900,3,1.0188,1,1,1,1,1,1,1
2,1,3,1,0,0,1,2,190000,1900,3,1.0188,1,1,1,1,1,1,1
2,1,2,1,0,0,2,2,140000,1700,3,1.0188,1,1,1,1,1,1,1
2,1,3,1,0,0,1,2,160000,1900,3,1.0188,1,1,1,1,1,1,1
2,1,3,2,0,0,1,2,150000,2000,3,1.0188,1,1,1,1,1,1,1
2,2,2,1,0,0,1,2,150000,1700,3,1.0188,1,1,1,1,1,1,1
2,2,2,3,0,0,2,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
2,1,3,3,0,0,2,2,210000,1800,1,1.0188,1,1,1,1,1,1,1
2,2,1,3,0,0,2,2,87000,1600,3,1.0188,1,1,1,1,1,1,1
2,1,3,2,0,0,1,2,170000,1600,3,1.0188,1,1,1,1,1,1,1
2,1,1,2,0,0,1,2,150000,1300,3,1.0188,0,0,0,0,0,0,0
2,1,2,2,0,0,2,2,130000,1500,1,1.0188,1,1,1,1,1,1,1
2,1,1,2,0,0,2,2,180000,2000,3,1.0188,0,0,0,0,0,0,0
1,4,1,4,3,1,2,1,85000,900,1,1.0696,0,0,0,0,0,0,0
2,3,1,4,3,2,3,1,91000,1100,3,1.0696,0,0,0,0,0,0,0
2,5,1,4,3,3,2,1,72000,590,1,1.0696,0,0,0,0,0,0,0
2,3,3,4,3,1,1,1,150000,780,1,1.0696,1,1,1,1,1,1,1
2,4,1,4,1,1,2,1,97000,1200,3,1.0696,0,0,0,0,0,0,0
1,3,1,4,1,1,2,1,85000,900,1,1.0696,0,0,0,0,0,0,0
2,4,1,1,1,1,1,1,100000,920,1,1.0696,1,1,1,1,1,1,1
2,3,1,1,1,1,2,1,86000,940,1,1.0696,0,0,0,0,0,0,0
2,4,3,3,1,2,1,1,85000,900,1,1.0696,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,86000,930,1,1.0696,0,0,0,0,0,0,0
2,4,1,3,1,1,2,1,91000,1100,3,1.0696,1,0,0,1,0,1,0
1,3,3,3,1,1,2,1,86000,930,1,1.0696,0,0,0,0,0,0,0
1,3,1,4,1,1,1,1,97000,1200,3,1.0696,1,0,1,1,1,1,1
2,3,1,2,1,1,2,1,97000,1200,3,1.0696,1,0,1,1,0,1,0
2,3,1,2,1,1,2,1,97000,1200,3,1.0696,0,0,0,0,0,0,0
1,3,1,2,1,2,2,1,93000,1100,1,1.0696,0,0,0,0,0,0,0
2,4,3,2,1,1,2,1,83000,1100,1,1.0696,1,1,1,1,1,1,1
2,3,3,2,1,1,2,1,120000,1200,3,1.0696,1,1,1,1,1,1,1
2,3,3,3,1,1,2,1,78000,660,1,1.0696,0,0,0,0,0,0,0
1,3,1,2,1,1,2,1,100000,1100,3,1.0696,1,1,1,1,1,0,0
2,3,1,2,1,1,1,1,77000,900,1,1.0696,1,1,1,1,0,1,0
2,3,1,2,1,1,2,1,87000,960,1,1.0696,1,0,1,1,1,1,1
1,5,1,2,1,1,2,1,73000,960,1,1.0696,1,1,1,1,0,1,0
1,3,1,2,1,1,2,1,56000,840,1,1.0696,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,100000,960,1,1.0696,1,1,1,1,1,0,0
1,3,1,2,1,1,2,1,100000,1000,1,1.0696,1,1,1,1,1,0,0
1,3,1,2,1,1,2,1,100000,740,1,1.0696,1,1,1,0,0,0,0
2,4,2,3,1,2,2,1,95000,1300,3,1.0696,1,1,1,1,1,1,1
2,5,3,2,4,1,1,1,79000,1300,3,1.0696,1,1,1,1,1,1,1
2,3,1,2,1,1,2,1,96000,1200,3,1.0696,1,1,1,1,0,1,0
2,3,3,4,1,1,2,1,87000,960,1,1.0696,0,0,0,0,0,0,0
1,5,2,2,1,1,3,1,97000,1200,3,1.0696,0,0,0,0,0,0,0
1,4,1,4,3,1,3,1,96000,900,1,1.0696,1,1,1,1,1,0,0
2,3,2,3,1,1,2,1,67000,840,1,1.0696,1,1,1,1,1,1,1
2,3,3,3,1,1,2,1,83000,840,1,1.0696,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,85000,900,1,1.0696,0,0,0,0,0,0,0
1,3,1,2,1,1,1,1,91000,1100,3,1.0696,0,0,0,0,0,0,0
2,3,1,2,1,1,1,1,56000,960,1,1.0696,1,1,1,1,0,1,0
2,3,1,2,1,1,1,1,120000,1200,3,1.0696,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,89000,1000,1,1.0696,0,0,0,0,0,0,0
1,3,1,2,1,1,2,1,93000,1100,3,1.0696,0,0,0,0,0,0,0
1,3,2,4,2,1,2,1,73000,590,1,1.0696,1,1,1,1,1,1,1
1,3,2,4,1,1,2,1,79000,590,1,1.0696,1,1,1,1,1,1,1
1,3,2,4,2,1,2,1,80000,780,1,1.0696,1,1,1,1,1,1,1
2,3,1,1,1,1,1,1,91000,1100,3,1.0696,1,0,0,1,0,1,0
2,3,1,1,1,1,2,1,65000,840,1,1.0696,1,1,1,1,1,1,1
1,3,1,1,1,1,2,1,91000,1100,3,1.0696,0,0,0,0,0,0,0
1,3,1,1,1,1,2,1,120000,1100,1,1.0696,1,1,1,1,0,1,0
1,3,1,1,1,1,2,1,110000,1100,3,1.0696,1,1,1,1,1,1,1
2,3,3,3,1,2,2,1,84000,900,1,1.0696,1,1,1,1,1,1,1
2,3,3,3,1,1,2,1,86000,930,1,1.0696,0,0,0,0,0,0,0
2,3,2,3,1,1,2,1,97000,1200,3,1.0696,1,0,0,0,0,0,0
2,5,3,3,1,1,2,1,68000,660,1,1.0696,1,1,1,1,1,1,1
2,3,1,3,1,1,2,1,68000,1100,3,1.0696,1,1,1,1,1,1,1
2,3,3,3,1,1,2,1,92000,1100,3,1.0696,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,75000,660,1,1.0696,0,0,0,0,0,0,0
2,5,3,3,1,1,2,1,97000,1200,3,1.0696,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,65000,900,3,1.0696,1,1,1,0,1,0,0
1,1,1,1,0,0,1,1,86000,940,1,1.0696,0,0,0,0,0,0,0
2,1,3,1,0,0,1,1,87000,900,1,1.0696,1,1,1,1,1,1,1
1,1,1,1,0,0,2,1,100000,1000,1,1.0696,1,1,1,0,1,0,0
1,1,1,1,0,0,1,1,65000,940,3,1.0696,1,1,1,0,1,0,0
2,1,1,2,0,0,3,1,97000,1200,3,1.0696,0,0,0,0,0,0,0
2,1,1,2,0,0,2,1,75000,740,1,1.0696,0,0,0,0,0,0,0
2,1,1,2,0,0,3,1,91000,1100,1,1.0696,0,0,0,0,0,0,0
1,1,1,2,0,0,1,1,56000,1100,3,1.0696,1,1,1,1,1,1,1
1,1,1,1,0,0,2,1,87000,960,1,1.0696,0,0,0,0,0,0,0
2,1,1,1,0,0,2,1,110000,1200,3,1.0696,1,1,1,1,1,1,1
2,1,2,3,0,0,2,1,79000,1100,3,1.0696,1,1,1,1,1,1,1
2,1,1,2,0,0,3,1,91000,1100,3,1.0696,0,0,0,0,0,0,0
2,1,1,1,0,0,2,1,150000,960,1,1.0696,1,1,1,1,1,1,1
2,3,3,3,1,2,2,2,100000,1900,3,1.0273,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,140000,1300,3,1.0273,0,0,0,0,0,0,0
1,5,3,3,1,2,1,2,140000,1900,3,1.0273,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,180000,2500,3,1.0273,1,1,1,1,1,1,1
1,3,3,4,1,1,2,2,130000,910,3,1.0273,0,0,0,0,0,0,0
2,5,3,4,1,3,2,2,140000,1300,3,1.0273,1,0,1,1,1,0,0
2,3,3,4,1,1,2,2,160000,1800,3,1.0273,0,0,0,0,0,0,0
2,3,3,4,1,1,1,2,240000,1200,3,1.0273,1,1,1,1,1,1,1
1,3,1,4,3,1,2,2,150000,1500,1,1.0273,0,0,0,0,0,0,0
2,3,2,4,1,1,2,2,120000,1100,1,1.0273,1,1,1,1,1,1,1
2,3,2,4,3,1,2,2,210000,1300,3,1.0273,1,1,1,1,1,1,1
2,3,3,4,3,1,2,2,140000,1200,3,1.0273,1,0,1,1,1,1,1
2,3,1,4,3,1,1,2,160000,1700,3,1.0273,0,0,0,0,0,0,0
2,4,3,4,3,2,2,2,140000,1100,3,1.0273,1,1,1,1,1,1,1
1,3,1,4,3,1,2,2,170000,1300,1,1.0273,1,1,1,1,1,1,1
1,3,1,4,3,1,2,2,170000,1300,1,1.0273,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,120000,1600,3,1.0273,1,1,1,1,1,1,1
1,3,1,4,3,1,2,2,260000,1500,1,1.0273,1,1,1,0,1,0,0
2,4,1,4,3,1,1,2,130000,1800,3,1.0273,1,1,1,1,1,0,0
2,3,1,4,3,1,1,2,300000,1200,3,1.0273,1,1,1,1,0,1,0
1,5,1,4,3,3,2,2,140000,1200,3,1.0273,0,0,0,0,0,0,0
2,4,1,4,3,1,2,2,150000,1400,3,1.0273,0,0,0,0,0,0,0
1,4,1,4,2,1,2,2,200000,1200,3,1.0273,1,1,1,1,1,1,1
2,5,1,4,3,2,2,2,150000,1400,3,1.0273,0,0,0,0,0,0,0
2,4,1,4,3,1,1,2,150000,1400,3,1.0273,0,0,0,0,0,0,0
2,4,1,4,3,1,2,2,160000,1600,3,1.0273,0,0,0,0,0,0,0
1,4,2,4,3,2,1,2,190000,910,3,1.0273,1,1,1,1,1,1,1
2,4,1,4,3,1,2,2,140000,1300,1,1.0273,0,0,0,0,0,0,0
2,4,1,4,3,1,2,2,140000,1300,3,1.0273,0,0,0,0,0,0,0
2,4,2,4,3,1,2,2,230000,1200,3,1.0273,1,1,1,1,1,1,1
1,4,1,4,3,1,2,2,200000,1300,3,1.0273,1,1,1,1,1,1,1
2,4,1,4,3,1,2,2,150000,1400,3,1.0273,1,0,0,0,0,0,0
1,3,1,4,1,1,2,2,140000,1100,3,1.0273,1,1,1,1,0,1,0
2,3,3,4,1,1,2,2,130000,1300,3,1.0273,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,240000,2000,3,1.0273,1,1,1,1,1,1,1
2,5,3,3,1,1,1,2,120000,1100,1,1.0273,0,0,0,0,0,0,0
2,3,2,3,1,1,2,2,160000,1800,3,1.0273,1,1,1,1,1,1,1
2,4,3,3,1,1,2,2,190000,2500,3,1.0273,0,0,0,0,0,0,0
2,3,1,3,1,1,1,2,120000,1100,1,1.0273,1,0,1,1,1,1,1
2,3,3,3,1,1,2,2,160000,1700,3,1.0273,0,0,0,0,0,0,0
2,4,3,3,1,1,2,2,150000,1500,3,1.0273,0,0,0,0,0,0,0
2,4,3,3,1,1,2,2,170000,2000,3,1.0273,1,1,1,1,1,1,1
2,4,3,3,1,1,2,2,170000,1900,3,1.0273,0,0,0,0,0,0,0
2,3,1,3,1,1,2,2,170000,1100,1,1.0273,1,1,1,1,1,1,1
1,3,1,3,1,1,3,2,150000,1600,3,1.0273,1,0,1,1,1,1,1
2,3,2,3,1,1,1,2,200000,2500,3,1.0273,1,1,1,1,1,1,1
1,3,3,3,1,1,2,2,110000,1700,3,1.0273,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,240000,2500,3,1.0273,1,1,1,1,1,1,1
2,4,1,4,3,1,2,2,130000,1100,1,1.0273,0,0,0,0,0,0,0
2,3,2,2,1,1,1,2,250000,1900,3,1.0273,1,1,1,1,1,1,1
2,3,1,2,1,1,2,2,140000,1100,3,1.0273,1,0,0,1,0,1,0
2,3,1,2,1,1,2,2,160000,1600,3,1.0273,0,0,0,0,0,0,0
2,3,3,2,4,1,1,2,160000,1700,1,1.0273,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,87000,1300,3,1.0273,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,190000,1900,3,1.0273,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,170000,1900,3,1.0273,0,0,0,0,0,0,0
2,3,3,3,1,1,2,2,170000,2000,3,1.0273,0,0,0,0,0,0,0
2,4,3,3,1,2,2,2,160000,2500,3,1.0273,1,1,1,1,1,1,1
1,3,1,2,3,1,2,2,120000,1200,3,1.0273,1,1,1,1,1,1,1
1,3,1,2,1,1,2,2,140000,1200,3,1.0273,1,0,1,1,0,1,1
1,3,1,2,1,1,2,2,160000,1700,3,1.0273,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,130000,1500,3,1.0273,1,1,1,1,1,0,0
1,3,1,2,1,1,2,2,130000,1400,3,1.0273,1,1,1,1,1,0,0
1,5,1,2,1,1,2,2,170000,1700,3,1.0273,1,1,1,1,1,1,1
1,3,1,2,1,1,2,2,140000,1200,3,1.0273,0,0,1,0,0,0,0
1,3,1,2,1,1,3,2,89000,1200,3,1.0273,1,1,1,1,1,1,1
2,3,1,2,1,1,3,2,150000,1500,3,1.0273,0,0,0,0,0,0,0
2,3,1,2,1,1,2,2,150000,1700,3,1.0273,1,1,1,1,0,1,0
1,3,1,2,1,1,2,2,140000,1200,3,1.0273,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,110000,1600,3,1.0273,1,1,1,1,0,1,0
1,3,1,2,1,1,2,2,130000,1600,3,1.0273,1,1,1,1,1,0,0
2,3,1,2,1,1,2,2,140000,1700,3,1.0273,1,1,1,1,1,1,1
1,3,1,2,1,1,2,2,160000,1500,3,1.0273,1,1,1,0,0,0,0
2,3,3,3,1,1,2,2,100000,1700,3,1.0273,1,1,1,1,1,1,1
2,5,3,3,1,1,2,2,160000,1700,3,1.0273,0,0,0,0,0,0,0
1,4,3,3,1,1,2,2,170000,2000,3,1.0273,1,0,0,0,0,0,0
2,3,3,2,1,1,1,2,180000,2000,3,1.0273,1,1,1,1,1,1,1
2,3,3,2,1,1,2,2,170000,2000,3,1.0273,1,0,0,0,0,0,0
2,3,3,2,1,1,2,2,250000,2000,3,1.0273,1,1,1,1,1,1,1
2,3,3,2,1,1,1,2,110000,1300,3,1.0273,1,1,1,1,1,1,1
2,3,3,2,3,1,2,2,120000,1700,1,1.0273,1,1,1,1,1,1,1
2,3,3,2,1,1,2,2,160000,2000,3,1.0273,1,1,1,1,1,1,1
2,3,2,4,1,1,2,2,160000,1700,3,1.0273,1,0,1,1,1,1,1
2,3,2,2,1,1,2,2,180000,2400,3,1.0273,1,0,1,1,1,1,1
2,4,1,4,3,1,1,2,140000,1200,3,1.0273,0,0,0,0,0,0,0
2,3,3,4,3,1,2,2,96000,1600,3,1.0273,1,1,1,1,1,1,1
2,4,1,4,3,1,3,2,150000,1600,3,1.0273,0,0,0,0,0,0,0
2,5,3,4,1,3,2,2,96000,1300,3,1.0273,1,1,1,1,0,1,1
2,4,3,4,1,2,2,2,160000,2200,3,1.0273,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,120000,1200,3,1.0273,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,140000,1300,3,1.0273,0,0,0,0,0,0,0
2,3,1,3,1,1,2,2,87000,1600,3,1.0273,1,1,1,1,1,1,1
2,3,2,3,1,2,1,2,180000,1500,3,1.0273,1,1,1,1,1,1,1
2,3,1,2,1,1,1,2,160000,1700,3,1.0273,0,0,0,0,0,0,0
2,3,1,2,1,1,1,2,140000,1400,3,1.0273,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,130000,1500,3,1.0273,1,1,1,1,0,1,0
2,3,3,3,1,1,1,2,130000,1600,3,1.0273,1,1,1,1,1,1,1
2,3,3,3,1,3,2,2,150000,1600,3,1.0273,0,0,0,0,0,0,0
2,3,3,3,1,1,2,2,170000,2100,3,1.0273,1,0,1,1,0,0,0
2,3,3,4,1,1,2,2,160000,1500,3,1.0273,1,1,1,1,1,1,1
1,3,2,4,1,1,2,2,150000,1500,3,1.0273,0,0,0,0,0,0,0
2,3,2,4,1,1,2,2,140000,1200,3,1.0273,0,0,0,0,0,0,0
2,3,3,4,1,1,2,2,140000,1300,1,1.0273,1,1,1,1,1,1,1
2,3,2,1,1,1,2,2,130000,1400,3,1.0273,1,1,1,1,1,1,1
1,3,1,1,1,1,3,2,160000,1700,1,1.0273,1,0,1,1,1,1,1
1,3,1,1,1,1,2,2,230000,1900,3,1.0273,1,1,1,1,1,1,1
1,3,1,1,1,1,1,2,150000,1500,3,1.0273,1,0,1,1,1,1,1
1,3,1,1,1,1,2,2,210000,1400,3,1.0273,1,1,1,1,1,1,1
1,3,1,1,1,1,2,2,120000,1300,3,1.0273,1,1,1,1,1,1,1
1,3,1,1,1,1,1,2,140000,1300,3,1.0273,1,0,0,1,1,1,1
1,3,1,1,1,1,2,2,150000,1400,3,1.0273,0,0,0,0,0,0,0
1,3,1,1,1,1,2,2,210000,1400,3,1.0273,1,1,1,1,1,1,1
2,3,3,1,1,1,2,2,100000,1200,3,1.0273,1,1,1,1,1,1,1
2,3,3,3,1,2,2,2,170000,2000,3,1.0273,0,0,0,0,0,0,0
2,3,3,3,1,2,1,2,190000,1700,3,1.0273,1,1,1,1,1,1,1
2,3,3,3,1,1,3,2,160000,1900,3,1.0273,1,1,1,1,1,1,1
2,5,3,3,1,1,1,2,180000,2000,3,1.0273,1,1,1,1,1,1,0
