LOCATION,REGION,PRICE,SQFT,WGTADJ
1,2,69000,740,0.9168
1,2,77000,1100,0.9168
1,2,89000,1200,0.9168
1,2,90000,1100,0.9168
1,1,95000,1200,0.9168
3,3,92000,1200,0.9168
3,3,89000,1200,0.9168
1,1,100000,1200,0.9168
1,1,80000,1100,0.9168
3,1,83000,780,0.9168
3,3,81000,1000,0.9168
1,3,76000,900,0.9168
2,3,92000,1200,0.9168
3,3,89000,1200,0.9168
2,3,85000,1200,0.9168
2,3,79000,960,0.9168
3,3,91000,1200,0.9168
3,3,95000,1300,0.9168
3,3,69000,1100,0.9168
2,3,65000,660,0.9168
1,1,70000,780,0.9168
2,3,97000,920,0.9168
1,2,76000,900,0.9168
1,2,120000,1200,0.9168
1,2,67000,1100,0.9168
3,3,92000,1200,0.9168
2,4,92000,1200,0.9168
1,1,75000,950,0.9168
1,1,79000,950,0.9168
1,1,84000,1100,0.9168
1,2,84000,1100,0.9168
3,1,55000,780,0.9168
1,2,84000,1100,0.9168
3,5,160000,1900,1.085
3,3,170000,2000,1.085
3,4,210000,2100,1.085
3,4,150000,1600,1.085
3,4,130000,1100,1.085
3,4,140000,1300,1.085
3,4,140000,1300,1.085
3,4,160000,1600,1.085
1,4,130000,1200,1.085
1,4,190000,1200,1.085
1,4,180000,910,1.085
1,4,170000,1200,1.085
1,4,150000,1600,1.085
4,3,180000,2100,1.085
1,4,150000,1400,1.085
2,4,210000,1100,1.085
1,4,170000,2000,1.085
1,4,150000,1500,1.085
1,4,180000,2100,1.085
1,4,140000,1300,1.085
1,4,110000,1300,1.085
1,4,250000,1300,1.085
1,4,130000,1200,1.085
1,4,120000,1100,1.085
1,4,150000,1500,1.085
1,1,210000,1700,1.085
3,3,170000,2000,1.085
3,3,240000,2500,1.085
3,3,160000,1800,1.085
3,3,190000,2500,1.085
3,3,150000,1600,1.085
1,2,160000,1700,1.085
1,2,140000,1500,1.085
3,2,170000,1900,1.085
1,2,150000,1600,1.085
1,2,150000,1600,1.085
1,2,150000,1600,1.085
3,2,150000,1500,1.085
1,2,120000,1500,1.085
1,2,170000,1900,1.085
1,2,140000,1600,1.085
3,2,150000,1700,1.085
3,2,140000,1300,1.085
3,2,140000,1700,1.085
3,2,150000,2400,1.085
3,3,210000,2200,1.085
2,3,150000,1800,1.085
3,3,87000,1600,1.085
3,3,110000,1700,1.085
3,3,130000,1900,1.085
3,2,150000,1600,1.085
1,2,250000,1600,1.085
1,2,120000,1600,1.085
1,2,120000,1600,1.085
1,2,150000,1500,1.085
1,2,150000,1600,1.085
1,2,140000,1400,1.085
1,2,140000,1700,1.085
1,2,150000,1500,1.085
1,2,150000,1600,1.085
1,2,250000,1600,1.085
1,2,160000,1700,1.085
1,2,130000,1400,1.085
3,2,250000,1900,1.085
3,2,100000,1700,1.085
3,2,250000,2100,1.085
2,4,150000,1600,1.085
3,2,180000,2200,1.085
1,2,120000,1500,1.085
3,2,180000,2400,1.085
2,2,250000,2200,1.085
1,4,140000,1400,1.085
2,4,96000,1100,1.085
4,4,140000,1300,1.085
1,4,140000,1300,1.085
3,5,280000,3100,1.085
2,4,120000,1500,1.085
2,4,160000,1400,1.085
3,1,110000,1600,1.085
1,1,160000,1700,1.085
1,1,150000,1400,1.085
2,1,150000,1600,1.085
2,3,130000,1500,1.085
3,3,240000,2500,1.085
3,3,170000,1600,1.085
2,3,210000,1700,1.085
1,2,160000,1700,1.085
3,3,180000,2100,1.085
1,4,140000,1500,1.085
2,4,130000,1500,1.085
2,4,160000,1600,1.085
2,4,140000,1400,1.085
2,4,96000,1300,1.085
1,1,150000,1500,1.085
1,1,120000,1300,1.085
3,1,140000,1900,1.085
3,1,100000,1300,1.085
1,1,110000,1400,1.085
1,1,150000,1600,1.085
3,3,170000,2500,1.085
2,3,200000,2500,1.085
3,3,180000,2100,1.085
3,3,100000,1500,1.085
2,3,140000,1500,1.085
2,3,150000,2000,1.085
2,3,160000,1700,1.085
2,3,160000,2200,1.085
3,3,240000,2500,1.085
3,3,180000,1900,1.085
3,3,150000,2100,1.085
2,3,170000,2100,1.085
2,3,180000,2500,1.085
2,3,240000,1700,1.085
3,3,240000,2500,1.085
2,3,200000,2500,1.085
3,3,180000,2100,1.085
2,3,180000,2300,1.085
3,3,240000,2500,1.085
2,3,160000,1400,1.085
3,3,190000,2500,1.085
3,4,190000,1800,1.085
2,4,200000,1800,1.085
3,4,170000,2000,1.085
1,4,180000,1500,1.085
1,4,120000,910,1.085
1,4,150000,1600,1.085
1,4,150000,1500,1.085
2,4,190000,1900,1.085
1,4,160000,1800,1.085
1,4,170000,2000,1.085
1,1,130000,1200,1.085
3,1,130000,1300,1.085
3,1,140000,1300,1.085
1,1,130000,1500,1.085
3,1,180000,1600,1.085
1,1,170000,1200,1.085
3,4,150000,1300,1.085
3,2,120000,1700,1.085
1,2,140000,1400,1.085
1,2,160000,1700,1.085
1,2,120000,1400,1.085
3,2,130000,1300,1.085
1,2,170000,1800,1.085
3,1,140000,1300,1.085
1,1,210000,1600,1.085
1,1,140000,1300,1.085
1,1,140000,1400,1.085
3,1,140000,1700,1.085
2,3,150000,1600,1.085
3,3,180000,2200,1.085
1,2,150000,1600,1.085
1,2,120000,1600,1.085
2,4,140000,1500,1.085
1,1,280000,1600,1.085
1,1,280000,1700,1.085
3,1,160000,1700,1.085
1,1,150000,1600,1.085
3,3,150000,1900,1.085
3,3,170000,2100,1.085
1,3,95000,1200,0.9574
1,3,68000,1200,0.9574
3,3,95000,1200,0.9574
3,4,65000,730,0.9574
2,4,95000,700,0.9574
1,4,57000,730,0.9574
1,4,57000,730,0.9574
1,4,73000,900,0.9574
2,3,99000,1300,0.9574
2,3,61000,660,0.9574
1,4,66000,800,0.9574
1,2,84000,1100,0.9574
1,2,99000,1300,0.9574
1,2,95000,1200,0.9574
1,2,95000,1200,0.9574
1,2,85000,1100,0.9574
1,2,99000,1300,0.9574
1,2,84000,1100,0.9574
1,2,94000,1200,0.9574
1,2,70000,1200,0.9574
1,2,88000,1100,0.9574
1,2,88000,1100,0.9574
1,2,95000,1200,0.9574
1,2,87000,1100,0.9574
1,2,95000,1200,0.9574
1,2,85000,1100,0.9574
3,3,95000,1200,0.9574
3,2,99000,1300,0.9574
2,2,95000,1200,0.9574
2,4,73000,900,0.9574
1,1,84000,1100,0.9574
1,1,110000,1200,0.9574
3,3,95000,1200,0.9574
3,3,69000,840,0.9574
2,3,130000,1200,0.9574
2,1,95000,1200,0.9574
1,1,95000,1100,0.9574
1,1,92000,1200,0.9574
3,3,100000,1300,0.9574
3,3,90000,1200,0.9574
3,3,130000,1200,0.9574
2,3,59000,840,0.9574
1,3,65000,920,0.9574
3,3,95000,1200,0.9574
3,3,94000,1300,0.9574
3,3,130000,1300,0.9574
2,3,53000,920,0.9574
1,2,120000,1200,0.9574
1,2,100000,1300,0.9574
1,1,150000,840,0.9574
1,1,69000,840,0.9574
4,2,56000,960,0.9574
2,4,57000,700,0.9574
2,4,99000,800,0.9574
2,4,66000,800,0.9574
1,1,95000,1200,0.9574
1,2,99000,1300,0.9574
1,2,86000,1300,0.9574
1,1,90000,1200,0.9574
1,3,69000,1100,0.9574
3,3,69000,840,0.9574
1,2,95000,1200,0.9574
2,3,160000,1700,1.0606
3,3,180000,2500,1.0606
2,4,160000,1900,1.0606
2,4,96000,1300,1.0606
2,5,230000,2200,1.0606
3,4,130000,1300,1.0606
2,4,160000,1700,1.0606
1,4,190000,1400,1.0606
1,4,140000,1300,1.0606
1,4,210000,2200,1.0606
3,4,190000,1500,1.0606
1,4,140000,1400,1.0606
1,4,190000,2200,1.0606
1,4,160000,1700,1.0606
3,4,130000,2000,1.0606
1,4,180000,1400,1.0606
3,3,87000,1500,1.0606
1,4,96000,910,1.0606
1,4,150000,1600,1.0606
1,4,220000,1500,1.0606
1,4,130000,1200,1.0606
2,4,250000,1600,1.0606
1,5,200000,2200,1.0606
2,4,150000,1500,1.0606
1,4,240000,1400,1.0606
1,4,160000,1700,1.0606
1,4,300000,1500,1.0606
1,4,140000,1400,1.0606
1,4,96000,1200,1.0606
1,4,200000,910,1.0606
1,4,140000,1400,1.0606
1,4,150000,1600,1.0606
2,3,87000,1100,1.0606
2,3,140000,1600,1.0606
3,3,130000,1300,1.0606
3,3,150000,1900,1.0606
1,3,140000,1300,1.0606
3,3,87000,1300,1.0606
2,3,140000,1400,1.0606
2,3,100000,1600,1.0606
2,3,150000,2200,1.0606
1,4,170000,1800,1.0606
2,2,250000,1700,1.0606
1,2,140000,1300,1.0606
1,2,160000,1700,1.0606
2,3,100000,1600,1.0606
3,3,180000,1900,1.0606
4,3,210000,2500,1.0606
1,2,190000,2100,1.0606
1,2,110000,1300,1.0606
2,2,140000,1300,1.0606
1,2,130000,1700,1.0606
1,2,120000,1100,1.0606
1,2,110000,1400,1.0606
1,2,110000,1500,1.0606
2,2,140000,1700,1.0606
3,3,160000,1700,1.0606
3,2,170000,1700,1.0606
2,2,110000,1700,1.0606
3,2,89000,1300,1.0606
3,2,200000,2400,1.0606
2,2,120000,1100,1.0606
1,2,100000,1100,1.0606
2,5,350000,2900,1.0606
3,4,150000,1300,1.0606
2,4,190000,2200,1.0606
1,4,140000,1400,1.0606
2,4,140000,1400,1.0606
3,3,130000,1600,1.0606
3,3,190000,2100,1.0606
3,3,170000,2100,1.0606
3,3,150000,1600,1.0606
3,3,160000,1500,1.0606
3,3,170000,1300,1.0606
2,2,150000,1600,1.0606
1,2,150000,1500,1.0606
1,2,150000,1600,1.0606
2,4,170000,2200,1.0606
2,4,190000,1300,1.0606
3,4,120000,910,1.0606
2,4,150000,1500,1.0606
1,1,99000,1600,1.0606
1,1,110000,1300,1.0606
1,1,150000,1600,1.0606
2,1,130000,1400,1.0606
2,1,130000,1200,1.0606
1,1,85000,990,1.0606
1,1,150000,1600,1.0606
2,1,130000,1600,1.0606
1,1,130000,1600,1.0606
2,3,150000,1600,1.0606
3,3,160000,1700,1.0606
2,3,130000,1600,1.0606
2,3,190000,2200,1.0606
2,3,150000,1700,1.0606
1,3,140000,1600,1.0606
2,3,180000,2000,1.0606
2,3,240000,2500,1.0606
2,3,240000,2300,1.0606
3,3,150000,1600,1.0606
2,3,130000,1100,1.0606
3,3,180000,2000,1.0606
2,3,190000,2000,1.0606
4,2,190000,2100,1.0606
3,4,130000,1700,1.0606
3,4,150000,1600,1.0606
3,4,240000,1400,1.0606
2,4,200000,1400,1.0606
1,4,150000,1600,1.0606
3,4,220000,1700,1.0606
1,4,120000,910,1.0606
2,4,220000,1200,1.0606
2,4,96000,1700,1.0606
2,1,160000,1500,1.0606
3,1,200000,1900,1.0606
3,1,140000,1500,1.0606
3,1,150000,1300,1.0606
1,1,130000,1200,1.0606
3,1,140000,1600,1.0606
2,1,160000,1600,1.0606
3,1,160000,1700,1.0606
1,1,140000,1400,1.0606
3,1,140000,1400,1.0606
3,1,140000,990,1.0606
2,3,180000,1900,1.0606
1,3,170000,1400,1.0606
1,4,210000,2200,1.0606
2,3,150000,1300,1.0606
1,2,150000,1500,1.0606
2,4,140000,1400,1.0606
1,1,190000,1900,1.0606
3,1,100000,1200,1.0606
3,1,120000,1500,1.0606
1,1,150000,1500,1.0606
1,2,160000,1700,1.0606
2,4,130000,1200,1.0606
2,4,170000,1900,1.0606
3,1,85000,1200,1.0606
1,1,130000,1500,1.0606
1,1,200000,1400,1.0606
1,1,160000,1300,1.0606
3,1,160000,1900,1.0606
1,1,140000,1400,1.0606
1,3,240000,1900,1.0606
1,2,160000,1700,1.0606
3,2,160000,1600,1.0606
1,2,140000,1400,1.0606
1,3,60000,840,1.1433
1,4,150000,840,1.1433
1,4,96000,1300,1.1433
1,4,87000,1100,1.1433
1,4,85000,1100,1.1433
1,4,85000,1100,1.1433
3,3,76000,660,1.1433
3,2,56000,900,1.1433
1,2,79000,840,1.1433
1,2,68000,1200,1.1433
1,2,88000,1200,1.1433
1,2,96000,1300,1.1433
1,2,84000,1100,1.1433
1,2,70000,1200,1.1433
1,3,84000,980,1.1433
3,3,84000,980,1.1433
1,2,81000,900,1.1433
1,2,94000,1200,1.1433
3,2,75000,900,1.1433
1,2,56000,900,1.1433
1,2,81000,900,1.1433
1,2,78000,1200,1.1433
1,2,85000,1100,1.1433
1,2,90000,1100,1.1433
1,2,90000,1100,1.1433
2,3,130000,1300,1.1433
3,3,53000,900,1.1433
3,2,94000,1200,1.1433
1,2,120000,1100,1.1433
1,2,120000,1200,1.1433
3,2,87000,1100,1.1433
3,2,94000,1200,1.1433
2,4,96000,1300,1.1433
2,2,94000,1200,1.1433
1,4,87000,1100,1.1433
1,1,82000,1200,1.1433
3,3,79000,840,1.1433
1,2,85000,1200,1.1433
1,2,94000,1200,1.1433
1,2,56000,920,1.1433
1,2,84000,980,1.1433
1,3,87000,1100,1.1433
1,1,92000,1200,1.1433
1,1,92000,1200,1.1433
1,1,85000,1100,1.1433
1,1,87000,1100,1.1433
2,3,97000,1300,1.1433
3,3,94000,1200,1.1433
3,3,100000,1100,1.1433
1,3,85000,1200,1.1433
2,3,94000,1200,1.1433
1,4,150000,660,1.1433
3,4,110000,1100,1.1433
2,1,98000,860,1.1433
1,1,86000,920,1.1433
1,1,110000,1000,1.1433
1,1,110000,1000,1.1433
2,1,83000,630,1.1433
1,2,96000,1300,1.1433
2,3,110000,1100,1.1433
1,2,68000,1200,1.1433
1,1,120000,1200,1.1433
1,1,92000,1200,1.1433
2,3,53000,840,1.1433
3,3,88000,1100,1.1433
3,2,94000,1200,1.1433
1,2,96000,1300,1.1433
3,3,160000,2500,0.9946
3,3,110000,2000,0.9946
3,4,150000,1200,0.9946
3,4,220000,2000,0.9946
3,4,120000,1300,0.9946
2,4,130000,1200,0.9946
1,4,170000,1200,0.9946
2,4,120000,1100,0.9946
1,4,160000,1400,0.9946
1,4,150000,1300,0.9946
1,4,170000,1800,0.9946
2,3,180000,1900,0.9946
1,4,150000,1300,0.9946
3,4,170000,1100,0.9946
3,4,170000,1200,0.9946
1,4,220000,1200,0.9946
1,4,140000,1100,0.9946
1,4,160000,1600,0.9946
1,4,130000,910,0.9946
1,4,160000,1500,0.9946
1,4,110000,1100,0.9946
1,5,160000,1800,0.9946
1,4,96000,1100,0.9946
2,4,180000,1800,0.9946
1,4,160000,1400,0.9946
3,4,170000,1200,0.9946
1,4,300000,1200,0.9946
1,4,300000,1200,0.9946
1,4,150000,1200,0.9946
1,4,150000,1400,0.9946
1,4,130000,910,0.9946
3,1,210000,1700,0.9946
1,3,87000,1100,0.9946
1,3,160000,1600,0.9946
1,3,210000,1700,0.9946
3,3,170000,1800,0.9946
3,3,160000,1500,0.9946
3,3,110000,1100,0.9946
3,3,130000,1800,0.9946
3,3,160000,1600,0.9946
2,3,180000,2200,0.9946
2,3,160000,1600,0.9946
3,3,87000,1600,0.9946
3,3,210000,2500,0.9946
3,3,160000,1600,0.9946
1,4,210000,1300,0.9946
3,2,170000,1700,0.9946
3,2,250000,1900,0.9946
1,2,180000,1600,0.9946
1,2,110000,1600,0.9946
1,2,150000,1400,0.9946
1,2,160000,1600,0.9946
3,2,250000,1800,0.9946
3,3,170000,1700,0.9946
3,3,100000,2000,0.9946
3,3,180000,2000,0.9946
3,3,200000,2500,0.9946
3,3,190000,2300,0.9946
1,2,120000,1200,0.9946
1,2,170000,1800,0.9946
1,2,120000,1400,0.9946
1,2,120000,1400,0.9946
1,2,150000,1200,0.9946
1,2,170000,1700,0.9946
1,2,160000,1600,0.9946
1,2,150000,1300,0.9946
1,2,120000,1700,0.9946
1,2,170000,1800,0.9946
1,2,110000,1600,0.9946
1,2,120000,1600,0.9946
3,2,120000,1300,0.9946
1,2,150000,1700,0.9946
1,2,160000,1600,0.9946
1,2,160000,1600,0.9946
1,2,150000,1300,0.9946
1,2,150000,1300,0.9946
1,2,160000,1600,0.9946
1,2,160000,1600,0.9946
2,2,160000,1500,0.9946
2,2,170000,1700,0.9946
1,4,160000,1500,0.9946
3,4,96000,1200,0.9946
1,4,180000,2100,0.9946
2,4,180000,2000,0.9946
1,1,160000,1600,0.9946
1,1,170000,1900,0.9946
2,3,200000,1600,0.9946
3,3,160000,1600,0.9946
1,2,160000,1600,0.9946
1,2,120000,1900,0.9946
2,2,89000,1600,0.9946
3,3,180000,2000,0.9946
3,3,140000,2000,0.9946
3,4,140000,1900,0.9946
2,4,130000,1700,0.9946
3,4,190000,1500,0.9946
2,4,180000,2100,0.9946
2,5,270000,1800,0.9946
2,4,150000,1500,0.9946
1,4,170000,1400,0.9946
2,4,240000,2100,0.9946
2,4,150000,1300,0.9946
2,4,96000,910,0.9946
2,1,130000,1200,0.9946
2,1,150000,1300,0.9946
1,1,130000,990,0.9946
3,1,140000,1600,0.9946
1,1,170000,1700,0.9946
3,3,160000,2100,0.9946
3,3,200000,2500,0.9946
2,3,170000,1700,0.9946
2,3,150000,1600,0.9946
2,3,160000,1600,0.9946
3,3,87000,1500,0.9946
3,3,190000,2200,0.9946
3,3,140000,2200,0.9946
3,3,150000,2000,0.9946
3,3,160000,2000,0.9946
3,3,240000,2000,0.9946
3,3,190000,2300,0.9946
2,3,150000,1800,0.9946
3,3,190000,2300,0.9946
3,3,240000,1800,0.9946
3,3,150000,1600,0.9946
3,4,240000,1500,0.9946
1,4,180000,2000,0.9946
1,4,140000,1100,0.9946
1,4,170000,1800,0.9946
3,1,150000,1500,0.9946
2,1,160000,1600,0.9946
3,1,130000,1400,0.9946
1,1,150000,1300,0.9946
1,1,160000,1500,0.9946
1,1,150000,1400,0.9946
2,1,180000,1300,0.9946
1,1,160000,1600,0.9946
1,3,170000,1800,0.9946
3,5,260000,2300,0.9946
2,2,140000,1100,0.9946
3,3,180000,2000,0.9946
1,2,170000,1700,0.9946
3,2,130000,1900,0.9946
2,4,150000,1200,0.9946
3,1,100000,1300,0.9946
1,1,170000,1600,0.9946
3,1,140000,1700,0.9946
3,1,170000,1900,0.9946
1,1,120000,1200,0.9946
1,1,170000,1700,0.9946
3,1,160000,1900,0.9946
2,1,150000,1400,0.9946
1,2,150000,1400,0.9946
1,1,150000,1200,0.9946
1,1,170000,1700,0.9946
1,1,160000,1600,0.9946
2,3,160000,2200,0.9946
3,2,120000,1300,0.9946
3,2,140000,1600,0.9946
3,2,130000,1600,0.9946
3,3,86000,1200,1.0195
1,3,71000,1200,1.0195
1,4,150000,900,1.0195
2,4,150000,1100,1.0195
1,4,67000,720,1.0195
1,4,57000,720,1.0195
3,4,73000,720,1.0195
1,4,100000,1300,1.0195
1,4,77000,900,1.0195
1,4,88000,1100,1.0195
1,4,85000,960,1.0195
1,1,66000,700,1.0195
1,3,53000,1100,1.0195
3,3,88000,1100,1.0195
3,3,92000,1200,1.0195
2,3,86000,1000,1.0195
2,3,86000,1000,1.0195
1,2,79000,920,1.0195
1,2,87000,1100,1.0195
1,2,98000,1200,1.0195
1,2,79000,960,1.0195
1,2,93000,1200,1.0195
1,2,100000,960,1.0195
1,2,100000,960,1.0195
1,2,81000,960,1.0195
1,2,87000,1100,1.0195
1,2,120000,1100,1.0195
3,2,95000,1200,1.0195
1,2,79000,920,1.0195
1,2,96000,1200,1.0195
3,3,92000,1200,1.0195
2,3,130000,960,1.0195
1,2,88000,1100,1.0195
1,2,88000,1100,1.0195
1,2,96000,1200,1.0195
1,2,87000,1100,1.0195
1,2,88000,1100,1.0195
1,2,74000,1100,1.0195
1,2,96000,1200,1.0195
1,2,96000,1200,1.0195
1,2,81000,960,1.0195
1,2,100000,1200,1.0195
1,2,84000,1100,1.0195
1,2,87000,1100,1.0195
1,2,82000,1100,1.0195
3,2,100000,1300,1.0195
1,4,96000,1200,1.0195
1,4,100000,1300,1.0195
1,4,98000,1300,1.0195
1,4,97000,1300,1.0195
1,1,67000,920,1.0195
2,3,86000,1000,1.0195
3,3,74000,840,1.0195
3,3,81000,960,1.0195
4,3,60000,840,1.0195
1,2,96000,1200,1.0195
2,3,130000,1000,1.0195
3,3,85000,1000,1.0195
3,3,89000,1100,1.0195
1,1,87000,1100,1.0195
1,1,55000,1100,1.0195
1,1,82000,980,1.0195
3,3,85000,1000,1.0195
3,3,84000,1000,1.0195
1,1,77000,900,1.0195
2,3,86000,1000,1.0195
1,2,56000,840,1.0195
1,2,66000,1200,1.0195
1,2,78000,1200,1.0195
1,2,82000,960,1.0195
1,1,74000,840,1.0195
2,1,61000,840,1.0195
3,3,96000,1200,1.0195
3,4,140000,1300,1.0361
2,5,240000,2700,1.0361
3,4,140000,1300,1.0361
1,4,150000,1500,1.0361
1,4,200000,2200,1.0361
1,4,150000,1500,1.0361
1,4,190000,1500,1.0361
1,4,150000,1500,1.0361
3,4,130000,1200,1.0361
2,4,96000,1200,1.0361
3,4,250000,1800,1.0361
1,4,210000,1200,1.0361
3,4,200000,1600,1.0361
1,4,180000,1300,1.0361
1,4,250000,1200,1.0361
2,4,150000,1600,1.0361
3,3,110000,1600,1.0361
1,4,180000,1400,1.0361
1,4,140000,1300,1.0361
2,4,140000,1300,1.0361
2,4,200000,1300,1.0361
1,4,140000,1300,1.0361
1,4,170000,1800,1.0361
2,4,190000,1600,1.0361
3,4,130000,1200,1.0361
1,4,180000,1300,1.0361
1,4,300000,1600,1.0361
1,4,300000,1600,1.0361
2,1,130000,1300,1.0361
3,5,240000,3100,1.0361
2,3,87000,1100,1.0361
3,3,150000,1600,1.0361
3,3,150000,1500,1.0361
3,3,140000,1500,1.0361
3,3,200000,2500,1.0361
3,3,120000,1100,1.0361
3,3,190000,2300,1.0361
3,3,240000,2200,1.0361
3,3,220000,2300,1.0361
1,3,170000,1300,1.0361
3,3,160000,1900,1.0361
1,4,160000,1600,1.0361
2,2,190000,2200,1.0361
1,2,130000,1500,1.0361
1,2,110000,1500,1.0361
3,2,150000,1500,1.0361
3,2,250000,2100,1.0361
3,2,150000,1800,1.0361
1,2,160000,1700,1.0361
3,3,140000,2000,1.0361
3,3,170000,1900,1.0361
3,3,120000,1700,1.0361
3,3,130000,2500,1.0361
1,2,150000,1600,1.0361
1,2,170000,1700,1.0361
1,2,130000,1100,1.0361
1,2,120000,1400,1.0361
1,2,160000,1600,1.0361
1,2,140000,1300,1.0361
1,2,150000,1600,1.0361
1,2,130000,1100,1.0361
1,2,120000,1600,1.0361
1,2,150000,1600,1.0361
1,2,130000,1300,1.0361
1,2,130000,1500,1.0361
2,2,120000,1600,1.0361
1,2,140000,1600,1.0361
3,3,240000,2500,1.0361
2,3,190000,2500,1.0361
3,2,250000,1700,1.0361
3,2,89000,1300,1.0361
1,2,120000,1100,1.0361
3,2,150000,1500,1.0361
3,4,170000,1800,1.0361
2,2,120000,1100,1.0361
2,2,250000,2400,1.0361
2,4,170000,1800,1.0361
2,4,200000,2200,1.0361
1,1,130000,1500,1.0361
1,1,140000,1300,1.0361
3,3,130000,1100,1.0361
2,3,120000,1900,1.0361
3,3,190000,1300,1.0361
2,3,120000,1600,1.0361
1,2,180000,2400,1.0361
3,3,120000,2100,1.0361
3,4,210000,1600,1.0361
1,4,130000,1300,1.0361
2,4,110000,910,1.0361
2,4,140000,1300,1.0361
2,4,96000,1300,1.0361
2,4,140000,1900,1.0361
3,1,160000,1400,1.0361
2,1,150000,1500,1.0361
1,1,130000,1100,1.0361
1,1,140000,1500,1.0361
1,1,150000,1500,1.0361
1,1,170000,1900,1.0361
1,1,130000,1400,1.0361
3,1,120000,1100,1.0361
3,1,120000,1500,1.0361
1,1,130000,990,1.0361
3,3,190000,2200,1.0361
3,3,190000,2500,1.0361
2,3,240000,2000,1.0361
3,3,160000,2100,1.0361
3,3,170000,1800,1.0361
3,3,170000,1800,1.0361
3,3,140000,1600,1.0361
3,3,240000,2500,1.0361
2,3,150000,1800,1.0361
2,3,110000,1600,1.0361
3,3,150000,1600,1.0361
3,3,180000,2000,1.0361
3,3,190000,2100,1.0361
3,3,240000,1800,1.0361
3,3,180000,2400,1.0361
2,4,200000,1800,1.0361
3,4,300000,1600,1.0361
2,4,130000,1300,1.0361
3,4,120000,1500,1.0361
2,4,300000,2000,1.0361
1,4,210000,1500,1.0361
1,4,130000,1300,1.0361
1,4,170000,1900,1.0361
3,1,170000,1700,1.0361
3,1,170000,1900,1.0361
3,1,170000,1900,1.0361
3,1,180000,1900,1.0361
1,1,160000,1700,1.0361
1,1,150000,1500,1.0361
2,1,130000,1300,1.0361
1,3,130000,1100,1.0361
1,3,240000,1900,1.0361
2,3,190000,1900,1.0361
1,4,160000,1600,1.0361
1,2,250000,1800,1.0361
2,2,160000,1700,1.0361
1,4,110000,1100,1.0361
2,4,220000,1500,1.0361
3,4,140000,1300,1.0361
2,4,300000,2100,1.0361
2,1,140000,1500,1.0361
3,1,160000,1500,1.0361
1,1,140000,1300,1.0361
2,1,190000,1900,1.0361
1,1,140000,1400,1.0361
3,1,160000,1700,1.0361
1,2,150000,1600,1.0361
1,2,190000,2200,1.0361
1,2,89000,1100,1.0361
3,2,89000,1500,1.0361
3,3,200000,2500,1.0361
3,5,220000,2700,1.0361
3,4,96000,1300,1.0361
2,4,140000,1300,1.0361
2,4,130000,1200,1.0361
2,4,96000,910,1.0361
1,1,180000,1700,1.0361
2,1,100000,1600,1.0361
2,3,160000,1700,1.0361
2,3,170000,2000,1.0361
3,3,140000,2100,1.0361
3,3,87000,1600,1.0361
1,2,160000,1600,1.0361
1,2,100000,2400,1.0361
2,2,150000,1300,1.0361
3,2,89000,1100,1.0361
3,2,160000,1700,1.0361
1,3,74000,900,1.0344
1,4,88000,1200,1.0344
1,4,120000,900,1.0344
1,4,100000,810,1.0344
1,4,80000,900,1.0344
1,3,64000,900,1.0344
1,3,130000,1200,1.0344
3,3,84000,1300,1.0344
2,3,110000,660,1.0344
3,3,72000,660,1.0344
2,3,79000,1100,1.0344
2,3,130000,1300,1.0344
1,2,80000,740,1.0344
1,2,80000,1200,1.0344
3,2,90000,990,1.0344
1,2,98000,1100,1.0344
1,2,87000,990,1.0344
1,2,96000,1000,1.0344
1,2,70000,1200,1.0344
3,3,130000,1300,1.0344
2,3,81000,1200,1.0344
1,2,65000,1000,1.0344
1,2,70000,1100,1.0344
1,2,93000,960,1.0344
1,2,98000,1100,1.0344
1,2,96000,1000,1.0344
1,2,100000,1200,1.0344
1,2,120000,1200,1.0344
1,2,98000,1100,1.0344
1,2,79000,900,1.0344
1,2,93000,960,1.0344
1,2,95000,990,1.0344
1,2,70000,920,1.0344
1,2,92000,920,1.0344
3,4,100000,1100,1.0344
2,2,120000,1300,1.0344
2,4,110000,1100,1.0344
3,4,94000,770,1.0344
2,4,110000,1100,1.0344
3,3,100000,1200,1.0344
3,3,74000,1200,1.0344
1,2,99000,1100,1.0344
1,2,87000,900,1.0344
2,4,87000,810,1.0344
1,1,98000,1100,1.0344
1,1,150000,900,1.0344
1,1,100000,1100,1.0344
1,1,94000,980,1.0344
1,1,98000,1100,1.0344
1,1,150000,1100,1.0344
1,1,98000,1100,1.0344
2,3,100000,1200,1.0344
2,3,100000,1200,1.0344
2,3,91000,900,1.0344
1,3,98000,1100,1.0344
2,3,100000,1200,1.0344
1,3,77000,920,1.0344
3,3,59000,900,1.0344
3,3,98000,1100,1.0344
1,1,110000,1100,1.0344
1,1,92000,920,1.0344
1,2,95000,990,1.0344
1,2,98000,1100,1.0344
1,2,76000,1100,1.0344
1,2,75000,1100,1.0344
1,4,110000,1300,1.0344
1,1,110000,950,1.0344
1,1,91000,900,1.0344
3,1,88000,630,1.0344
1,1,94000,980,1.0344
2,1,75000,950,1.0344
1,1,71000,1100,1.0344
1,1,79000,630,1.0344
1,2,120000,1200,1.0344
1,1,94000,980,1.0344
1,1,110000,1100,1.0344
3,3,90000,660,1.0344
1,3,130000,1200,1.0344
2,3,98000,1100,1.0344
1,2,96000,1000,1.0344
2,3,160000,1900,1.046
