WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
15.7455,2,1,3,2,1,2,1,1,2,1,78000,960,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
15.7455,2,1,3,2,1,2,1,1,2,1,69000,740,1,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
15.7455,2,1,3,2,1,2,1,1,2,1,78000,960,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
69.1571,2,1,3,2,3,3,1,1,2,1,75000,900,1,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
69.1571,2,1,5,2,2,3,1,1,2,1,73000,1300,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
15.7455,2,1,3,2,1,2,1,1,2,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
15.7455,2,1,3,2,1,2,1,2,2,1,87000,1200,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
15.7455,1,1,3,2,1,2,3,1,1,1,71000,1100,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
15.7455,2,1,3,2,1,2,1,1,2,1,94000,1300,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
15.7455,1,1,3,2,1,2,1,1,3,1,65000,1200,3,202201,0.9369,2,2,2,2,2,2,1,1,2,1,1
15.7455,1,1,3,2,1,2,1,2,1,1,67000,1100,3,202201,0.9369,2,2,2,2,2,2,1,1,2,1,1
15.7455,2,1,3,2,1,2,1,1,2,1,100000,1200,1,202201,0.9369,2,2,2,2,2,2,2,1,2,1,1
15.7455,2,1,3,1,1,2,1,1,2,1,9,1100,3,202201,0.9369,2,3,2,2,2,2,1,1,2,2,2
15.7455,2,1,3,2,1,2,1,1,3,1,76000,920,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
18.5789,2,1,3,1,1,2,1,1,1,1,9,1200,3,202201,0.9369,2,3,2,2,2,2,2,2,2,2,2
15.7455,1,1,3,1,1,2,1,1,2,1,9,1300,3,202201,0.9369,1,3,1,1,1,1,1,1,1,1,1
15.7455,2,1,3,1,1,2,1,1,3,1,9,1200,3,202201,0.9369,1,3,1,1,1,1,1,1,1,1,1
15.7455,2,1,3,2,1,2,1,1,3,1,82000,1100,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
15.7455,1,1,3,1,1,2,1,1,2,1,9,1100,3,202201,0.9369,1,3,1,1,1,1,1,1,1,1,1
15.7455,2,1,3,2,1,2,1,1,2,1,82000,1100,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
18.5789,2,1,3,2,3,4,1,1,2,1,94000,1300,3,202201,0.9369,2,1,2,2,2,2,2,2,2,2,1
15.7455,2,1,3,2,2,2,1,1,1,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
11.45,1,1,3,1,1,1,1,1,3,1,9,1100,3,202201,0.9369,2,3,2,2,2,2,2,2,2,2,2
11.45,2,1,5,2,1,1,3,1,2,1,93000,780,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,5,2,1,3,1,1,2,1,98000,920,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,4,1,1,3,1,1,2,1,9,1100,3,202201,0.9369,2,3,2,2,2,2,2,2,2,2,2
15.7455,2,1,3,2,1,2,1,1,2,1,56000,1200,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
15.7455,2,1,3,2,3,2,1,1,1,1,92000,1200,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,3,2,3,3,1,1,2,1,53000,840,1,202201,0.9369,2,2,2,2,2,2,2,2,1,2,2
18.5789,2,1,3,2,2,4,2,1,1,1,57000,820,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
11.45,1,1,3,1,1,1,1,1,2,1,9,840,1,202201,0.9369,2,3,2,2,2,2,1,2,2,2,2
11.45,2,1,3,2,1,1,1,1,1,1,95000,960,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
11.45,2,1,3,2,1,1,1,1,2,1,99000,630,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
11.45,2,1,3,2,1,1,1,1,2,1,82000,1100,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
11.45,2,1,3,2,3,1,1,1,2,1,80000,950,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
11.45,2,1,3,2,1,1,1,1,2,1,76000,1100,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,4,2,2,3,1,1,2,1,73000,1200,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,5,2,3,3,1,1,2,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,1,1,1,1,1
69.1571,2,1,3,2,1,3,1,1,2,1,98000,1200,3,202201,0.9369,2,2,2,2,2,2,1,2,2,2,2
69.1571,2,1,5,2,3,3,1,1,2,1,65000,840,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,3,2,3,3,1,1,2,1,100000,1200,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,5,2,2,3,1,1,2,1,53000,960,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,1,1,4,2,1,3,1,1,3,1,96000,900,1,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,3,2,2,3,1,1,2,1,84000,1100,1,202201,0.9369,2,1,2,2,2,2,2,1,2,1,1
15.7455,1,1,5,2,1,2,1,1,1,1,75000,1300,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,2,2,2,3,0,0,2,1,68000,1200,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
69.1571,2,1,1,2,1,3,0,0,2,1,53000,1200,3,202201,0.9369,2,2,2,2,2,2,2,2,2,2,2
18.5789,2,1,1,2,3,4,0,0,2,1,71000,820,1,202201,0.9369,1,1,1,1,1,1,1,2,1,1,2
18.5789,2,1,1,2,1,1,0,0,1,1,90000,1200,3,202201,0.9369,2,1,1,1,1,2,1,2,2,1,2
11.45,2,1,1,2,1,1,0,0,2,1,80000,1000,1,202201,0.9369,2,1,1,1,1,2,1,2,2,1,2
11.45,2,1,1,2,3,1,0,0,2,1,82000,1100,3,202201,0.9369,1,1,1,1,1,1,1,2,1,1,2
69.1571,1,2,9,2,9,3,9,9,9,1,99000,660,1,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,53000,660,1,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,2,2,9,2,9,2,9,9,9,1,89000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,87000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,92000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,120000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,88000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
18.5789,1,2,9,2,9,4,9,9,9,1,71000,820,1,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,72000,840,1,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,94000,1300,3,202201,0.9369,2,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,70000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,96000,1300,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,89000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,69000,660,1,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,92000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,84000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,94000,1300,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
11.45,1,2,9,2,9,1,9,9,9,1,93000,1000,1,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,56000,920,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,53000,660,1,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
18.5789,1,2,9,2,9,4,9,9,9,1,92000,920,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,87000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
11.45,1,2,9,2,9,1,9,9,9,1,82000,1100,3,202201,0.9369,2,1,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,78000,960,3,202201,0.9369,2,1,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,130000,1300,1,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,76000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,88000,1100,1,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,1,9,2,9,9,9,1,9,1300,3,202201,0.9369,2,3,1,1,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,2,2,9,2,9,2,9,9,9,1,85000,1100,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,100000,1300,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,78000,960,3,202201,0.9369,2,1,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
11.45,1,2,9,2,9,1,9,9,9,1,68000,870,1,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,83000,1300,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,2,2,9,2,9,3,9,9,9,1,130000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,80000,1300,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
11.45,1,2,9,2,9,1,9,9,9,1,82000,1100,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,2,2,9,2,9,3,9,9,9,1,110000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,95000,1200,3,202201,0.9369,2,2,2,2,2,2,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,94000,1300,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
69.1571,1,2,9,2,9,3,9,9,9,1,87000,1200,3,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
15.7455,1,2,9,2,9,2,9,9,9,1,90000,1200,1,202201,0.9369,1,1,1,1,1,1,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,1,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,1,3,3,3,3,3,3,3,3,3,3
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,1,3,3,3,3,3,3,3,3,3,3
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,2,3,3,3,3,3,3,3,3,3,3
34.5786,2,1,4,2,3,3,1,1,2,2,140000,2000,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,3,2,2,3,1,1,2,2,130000,1700,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,4,2,3,3,1,1,2,2,140000,1700,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
6.193,1,1,3,2,3,5,1,1,2,3,270000,2600,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,5,2,3,4,1,1,1,2,210000,1200,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,1
9.2895,1,1,3,2,3,4,3,2,1,2,140000,1300,1,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,2,2,4,1,1,1,2,130000,1700,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,5,2,3,4,3,1,2,2,190000,2200,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,2,1,4,3,1,2,2,140000,1500,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,2,1,3,2,2,4,3,1,2,2,210000,1600,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,2,1,4,1,1,2,2,180000,1400,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,4,2,1,4,3,1,2,2,160000,2000,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,2,1,3,2,1,4,1,1,2,2,120000,910,1,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,1,1,4,3,1,2,2,9,1600,3,202201,1.0616,2,3,1,1,1,2,1,1,1,1,1
9.2895,2,1,4,2,2,4,3,2,1,2,150000,1500,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,4,2,3,3,1,3,2,2,87000,1700,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,3,2,3,3,1,2,2,2,140000,1900,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,4,2,3,3,1,1,2,2,130000,2100,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,2,2,4,4,3,1,2,96000,910,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,2,1,4,3,1,2,2,140000,1600,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,2,1,4,2,1,4,3,1,1,2,120000,1100,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,1,1,4,1,1,4,3,1,2,2,9,1600,3,202201,1.0616,1,3,1,1,1,1,1,1,1,1,1
9.2895,2,1,3,2,1,4,3,1,2,2,120000,1200,1,202201,1.0616,2,1,1,1,1,2,1,1,2,1,1
9.2895,2,1,4,2,1,4,3,1,2,2,200000,1500,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,3,2,2,4,1,1,2,2,120000,910,1,202201,1.0616,2,1,2,2,2,2,2,2,2,2,2
9.2895,1,1,3,1,1,4,3,1,2,2,9,1100,3,202201,1.0616,1,3,1,1,1,1,1,1,1,1,1
9.2895,2,1,3,2,3,4,3,2,1,2,140000,1600,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,4,2,1,4,3,1,2,2,260000,1200,1,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
9.2895,2,1,4,2,1,4,3,1,2,2,150000,1600,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,1,1,4,2,1,4,3,1,2,2,150000,1600,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,2,1,4,1,1,4,3,1,2,2,9,910,1,202201,1.0616,1,3,1,1,1,1,1,1,1,1,1
9.2895,2,1,4,2,1,4,3,1,2,2,130000,1300,1,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,2,1,3,2,1,4,1,1,2,2,160000,1800,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
9.2895,2,1,3,2,1,4,1,1,2,2,180000,2200,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
5.725,2,1,3,2,2,1,1,1,2,2,140000,1300,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,4,2,3,3,1,2,2,2,170000,2100,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
34.5786,1,1,3,2,2,3,1,1,2,2,200000,2500,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,5,2,3,3,1,1,2,2,110000,1700,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,3,2,3,3,1,1,2,2,240000,2500,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,4,2,3,3,1,1,2,2,140000,1600,3,202201,1.0616,2,1,1,1,1,2,1,1,1,1,1
34.5786,2,1,4,2,2,3,1,1,2,2,87000,1100,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,3,2,3,3,1,1,2,2,150000,2100,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,5,2,3,3,1,1,2,2,160000,1900,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
34.5786,2,1,3,2,3,3,1,1,2,2,140000,1600,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
6.193,2,1,3,2,3,5,1,1,2,3,310000,3100,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,2,2,1,1,2,2,170000,2000,3,202201,1.0616,2,1,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,2,2,1,1,2,2,130000,1300,3,202201,1.0616,2,1,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,2,2,1,1,2,2,170000,2000,3,202201,1.0616,2,1,2,2,2,2,2,2,2,2,2
7.8727,2,1,5,2,1,2,1,2,2,2,140000,1600,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
34.5786,2,1,3,2,2,2,1,1,1,2,160000,2000,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,3,2,1,3,1,2,160000,1600,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
7.8727,1,1,3,2,1,2,1,1,1,2,150000,1700,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
7.8727,2,1,3,2,2,2,1,1,2,2,150000,1600,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,3,2,3,3,1,1,1,2,120000,1700,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
34.5786,2,1,5,2,3,3,4,1,1,2,140000,2100,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,1,2,1,1,2,2,150000,1600,3,202201,1.0616,1,1,1,1,1,1,1,1,1,1,1
7.8727,1,1,3,2,1,2,1,1,2,2,250000,1800,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,1,2,1,1,2,2,89000,1300,3,202201,1.0616,2,2,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,1,2,1,1,2,2,120000,1100,3,202201,1.0616,2,2,2,2,1,2,2,1,2,1,1
7.8727,1,1,3,1,1,2,1,1,1,2,9,1300,3,202201,1.0616,2,3,2,2,2,2,2,2,2,2,2
7.8727,2,1,3,2,1,2,1,1,2,2,120000,1600,3,202201,1.0616,2,2,2,2,1,2,2,1,2,1,1
7.8727,2,1,5,2,1,2,1,1,2,2,120000,1200,3,202201,1.0616,2,2,2,2,1,2,2,1,2,1,1
